"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 23 11:06:00 GMT 2025","Mon Jun 23 11:06:00 GMT 2025","24","","","","","","Граничные значения для по количеству символов в имени категории, positive",""
"passed","Mon Jun 23 11:05:33 GMT 2025","Mon Jun 23 11:05:34 GMT 2025","996","","","","","","Поиск трат по имени категории",""
"passed","Mon Jun 23 11:06:00 GMT 2025","Mon Jun 23 11:06:00 GMT 2025","20","","","","","","Обязательность наличия типа валюты",""
"passed","Mon Jun 23 11:05:45 GMT 2025","Mon Jun 23 11:05:47 GMT 2025","2431","","","","","","Запрет на дубликаты категорий при существования архивной",""
"passed","Mon Jun 23 11:06:03 GMT 2025","Mon Jun 23 11:06:04 GMT 2025","892","","","","","","Регистрация пользователя с валидными данными",""
"passed","Mon Jun 23 11:05:51 GMT 2025","Mon Jun 23 11:05:52 GMT 2025","178","","","","","","Убедиться в наличии сообщения в Kafka после успешной регистрации нового пользователя",""
"passed","Mon Jun 23 11:05:59 GMT 2025","Mon Jun 23 11:05:59 GMT 2025","51","","","","","","Граничные значения для по количеству символов в имени категории, positive",""
"passed","Mon Jun 23 11:05:21 GMT 2025","Mon Jun 23 11:05:22 GMT 2025","840","","","","","","Создание траты без обязательного поля категории",""
"passed","Mon Jun 23 11:05:59 GMT 2025","Mon Jun 23 11:06:00 GMT 2025","1224","","","","","","Граничные значения у поля ""Имя пользователя"" на странице регистрации",""
"passed","Mon Jun 23 11:06:02 GMT 2025","Mon Jun 23 11:06:03 GMT 2025","1098","","","","","","Граничные значения у поля ""Пароль"" на странице регистрации",""
"passed","Mon Jun 23 11:05:44 GMT 2025","Mon Jun 23 11:05:45 GMT 2025","1210","","","","","","Запрет на дубликаты категорий",""
"passed","Mon Jun 23 11:06:00 GMT 2025","Mon Jun 23 11:06:00 GMT 2025","38","","","","","","Граничные значения для значения суммы",""
"passed","Mon Jun 23 11:06:00 GMT 2025","Mon Jun 23 11:06:00 GMT 2025","26","","","","","","Граничные значения для значения суммы",""
"passed","Mon Jun 23 11:06:01 GMT 2025","Mon Jun 23 11:06:01 GMT 2025","324","","","","","","Обновление полного имени и типа валюты у пользователя",""
"passed","Mon Jun 23 11:06:00 GMT 2025","Mon Jun 23 11:06:01 GMT 2025","419","","","","","","Отклонение запроса на дружбу",""
"passed","Mon Jun 23 11:06:01 GMT 2025","Mon Jun 23 11:06:02 GMT 2025","522","","","","","","Удаление друга",""
"passed","Mon Jun 23 11:05:37 GMT 2025","Mon Jun 23 11:05:38 GMT 2025","878","","","","","","Поиск трат по дате",""
