"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 30 16:34:17 GMT 2025","Wed Jul 30 16:34:17 GMT 2025","23","","","","","","Обновление категории через API, проверка корректности данных в БД",""
"passed","Wed Jul 30 16:34:06 GMT 2025","Wed Jul 30 16:34:07 GMT 2025","765","","","","","","Поиск трат по типу валюты",""
"passed","Wed Jul 30 16:34:13 GMT 2025","Wed Jul 30 16:34:16 GMT 2025","3056","","","","","","Архивные категории не отображаются при добавлении траты",""
"passed","Wed Jul 30 16:33:49 GMT 2025","Wed Jul 30 16:33:49 GMT 2025","846","","","","","","Создание траты без обязательного поля категории",""
"passed","Wed Jul 30 16:34:24 GMT 2025","Wed Jul 30 16:34:24 GMT 2025","18","","","","","","Получение всех поддерживаемых типов валют",""
"passed","Wed Jul 30 16:34:17 GMT 2025","Wed Jul 30 16:34:17 GMT 2025","166","","","","","","Убедиться в наличии сообщения в Kafka после успешной регистрации нового пользователя",""
"passed","Wed Jul 30 16:34:28 GMT 2025","Wed Jul 30 16:34:28 GMT 2025","14","","","","","","Обязательность наличия суммы траты",""
"passed","Wed Jul 30 16:34:28 GMT 2025","Wed Jul 30 16:34:29 GMT 2025","1743","","","","","","Авторизация под существующим пользователем",""
"passed","Wed Jul 30 16:34:24 GMT 2025","Wed Jul 30 16:34:24 GMT 2025","17","","","","","","Отправка запроса на конвертацию без значения типа конвертируемой валюты",""
"passed","Wed Jul 30 16:34:27 GMT 2025","Wed Jul 30 16:34:27 GMT 2025","3","","","","","","Конвертация валют",""
"passed","Wed Jul 30 16:34:02 GMT 2025","Wed Jul 30 16:34:03 GMT 2025","848","","","","","","Поиск трат по имени категории",""
"passed","Wed Jul 30 16:34:16 GMT 2025","Wed Jul 30 16:34:17 GMT 2025","709","","","","","","Отображение не архивной категории пользователя при добавлении траты",""
"passed","Wed Jul 30 16:34:08 GMT 2025","Wed Jul 30 16:34:08 GMT 2025","737","","","","","","Максимальное количество не архивных категорий для пользователя",""
"passed","Wed Jul 30 16:34:27 GMT 2025","Wed Jul 30 16:34:27 GMT 2025","3","","","","","","Конвертация валют",""
"passed","Wed Jul 30 16:34:03 GMT 2025","Wed Jul 30 16:34:03 GMT 2025","881","","","","","","Поиск трат по дате",""
"passed","Wed Jul 30 16:34:30 GMT 2025","Wed Jul 30 16:34:30 GMT 2025","17","","","","","","Граничные значения по количеству символов в имени категории, negative",""
"passed","Wed Jul 30 16:34:30 GMT 2025","Wed Jul 30 16:34:30 GMT 2025","15","","","","","","Обязательность наличия категории в трате",""
"passed","Wed Jul 30 16:34:26 GMT 2025","Wed Jul 30 16:34:26 GMT 2025","57","","","","","","Обновление существующей категории через API",""
"passed","Wed Jul 30 16:34:30 GMT 2025","Wed Jul 30 16:34:30 GMT 2025","12","","","","","","Граничные значения для значения суммы",""
"passed","Wed Jul 30 16:34:27 GMT 2025","Wed Jul 30 16:34:27 GMT 2025","501","","","","","","Граничные значения у поля ""Имя пользователя"" на странице регистрации",""
"passed","Wed Jul 30 16:34:29 GMT 2025","Wed Jul 30 16:34:29 GMT 2025","11","","","","","","Граничные значения для значения суммы",""
"passed","Wed Jul 30 16:34:17 GMT 2025","Wed Jul 30 16:34:17 GMT 2025","2","","","","","","Добавление категории через API, проверка корректности данных в БД",""
"passed","Wed Jul 30 16:33:58 GMT 2025","Wed Jul 30 16:33:59 GMT 2025","38","","","","","","Обновление траты через API, проверка корректности данных в БД",""
"passed","Wed Jul 30 16:33:55 GMT 2025","Wed Jul 30 16:33:56 GMT 2025","1236","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"passed","Wed Jul 30 16:34:05 GMT 2025","Wed Jul 30 16:34:06 GMT 2025","778","","","","","","Поиск трат по типу валюты",""
"passed","Wed Jul 30 16:34:29 GMT 2025","Wed Jul 30 16:34:29 GMT 2025","11","","","","","","Обязательность наличия типа валюты",""
"passed","Wed Jul 30 16:34:31 GMT 2025","Wed Jul 30 16:34:31 GMT 2025","632","","","","","","Авторизация под не существующим пользователем",""
"passed","Wed Jul 30 16:34:31 GMT 2025","Wed Jul 30 16:34:32 GMT 2025","356","","","","","","Наличие свойства required у полей имя пользователя и пароль",""
"passed","Wed Jul 30 16:34:00 GMT 2025","Wed Jul 30 16:34:01 GMT 2025","889","","","","","","Поиск трат по имени категории",""
"passed","Wed Jul 30 16:33:59 GMT 2025","Wed Jul 30 16:34:00 GMT 2025","925","","","","","","Поиск трат по имени категории",""
"passed","Wed Jul 30 16:34:32 GMT 2025","Wed Jul 30 16:34:32 GMT 2025","17","","","","","","Граничные значения для по количеству символов в имени категории, positive",""
"passed","Wed Jul 30 16:34:30 GMT 2025","Wed Jul 30 16:34:30 GMT 2025","490","","","","","","Регистрация пользователя с валидными данными",""
"passed","Wed Jul 30 16:34:10 GMT 2025","Wed Jul 30 16:34:13 GMT 2025","2407","","","","","","Запрет на дубликаты категорий при существования архивной",""
"passed","Wed Jul 30 16:34:24 GMT 2025","Wed Jul 30 16:34:24 GMT 2025","30","","","","","","Отправка запроса на конвертацию без значения типа требуемой валюты",""
"passed","Wed Jul 30 16:34:24 GMT 2025","Wed Jul 30 16:34:24 GMT 2025","7","","","","","","Отправка запроса на конвертацию без значения суммы",""
"passed","Wed Jul 30 16:34:29 GMT 2025","Wed Jul 30 16:34:29 GMT 2025","15","","","","","","Граничные значения по количеству символов в имени категории, negative",""
"passed","Wed Jul 30 16:34:25 GMT 2025","Wed Jul 30 16:34:25 GMT 2025","38","","","","","","Создание новой траты",""
"passed","Wed Jul 30 16:33:53 GMT 2025","Wed Jul 30 16:33:55 GMT 2025","1777","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"passed","Wed Jul 30 16:34:27 GMT 2025","Wed Jul 30 16:34:27 GMT 2025","3","","","","","","Конвертация валют",""
"passed","Wed Jul 30 16:34:24 GMT 2025","Wed Jul 30 16:34:25 GMT 2025","515","","","","","","Наличие свойства required у полей имя пользователя и пароль",""
"passed","Wed Jul 30 16:34:09 GMT 2025","Wed Jul 30 16:34:10 GMT 2025","1203","","","","","","Запрет на дубликаты категорий",""
"passed","Wed Jul 30 16:33:58 GMT 2025","Wed Jul 30 16:33:58 GMT 2025","49","","","","","","Добавление траты через API, проверка корректности данных в БД",""
"passed","Wed Jul 30 16:34:26 GMT 2025","Wed Jul 30 16:34:27 GMT 2025","459","","","","","","Граничные значения у поля ""Имя пользователя"" на странице регистрации",""
"passed","Wed Jul 30 16:33:56 GMT 2025","Wed Jul 30 16:33:58 GMT 2025","1862","","","","","","Удаление траты через GUI Niffler",""
"passed","Wed Jul 30 16:34:01 GMT 2025","Wed Jul 30 16:34:02 GMT 2025","938","","","","","","Поиск трат по имени категории",""
"passed","Wed Jul 30 16:34:25 GMT 2025","Wed Jul 30 16:34:26 GMT 2025","655","","","","","","Граничные значения у поля ""Пароль"" на странице регистрации",""
"passed","Wed Jul 30 16:34:24 GMT 2025","Wed Jul 30 16:34:24 GMT 2025","262","","","","","","Обновление полного имени и типа валюты у пользователя",""
"passed","Wed Jul 30 16:34:28 GMT 2025","Wed Jul 30 16:34:28 GMT 2025","16","","","","","","Граничные значения для значения суммы",""
"passed","Wed Jul 30 16:34:25 GMT 2025","Wed Jul 30 16:34:25 GMT 2025","516","","","","","","Граничные значения у поля ""Пароль"" на странице регистрации",""
"passed","Wed Jul 30 16:34:32 GMT 2025","Wed Jul 30 16:34:32 GMT 2025","25","","","","","","Добавление новой категории через API",""
"passed","Wed Jul 30 16:34:24 GMT 2025","Wed Jul 30 16:34:25 GMT 2025","422","","","","","","Отправка запроса на дружбу",""
"passed","Wed Jul 30 16:34:27 GMT 2025","Wed Jul 30 16:34:27 GMT 2025","3","","","","","","Конвертация валют",""
"passed","Wed Jul 30 16:33:48 GMT 2025","Wed Jul 30 16:33:49 GMT 2025","769","","","","","","Подсказки об обязательности полей суммы и категории при добавлении траты",""
"passed","Wed Jul 30 16:34:17 GMT 2025","Wed Jul 30 16:34:18 GMT 2025","850","","","","","","Сервис niffler-userdata должен забирать сообщение из топика Kafka",""
