"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 22 09:50:54 GMT 2025","Tue Jul 22 09:50:55 GMT 2025","758","","","","","","Поиск трат по типу валюты",""
"passed","Tue Jul 22 09:51:04 GMT 2025","Tue Jul 22 09:51:04 GMT 2025","16","","","","","","Обновление категории через API, проверка корректности данных в БД",""
"passed","Tue Jul 22 09:51:14 GMT 2025","Tue Jul 22 09:51:14 GMT 2025","27","","","","","","Получение существующей траты по id",""
"passed","Tue Jul 22 09:51:18 GMT 2025","Tue Jul 22 09:51:18 GMT 2025","10","","","","","","Граничные значения по количеству символов в имени категории, negative",""
"passed","Tue Jul 22 09:50:44 GMT 2025","Tue Jul 22 09:50:46 GMT 2025","1939","","","","","","Удаление траты через GUI Niffler",""
"passed","Tue Jul 22 09:50:32 GMT 2025","Tue Jul 22 09:50:34 GMT 2025","1630","","","","","","Добавление новой траты через GUI Niffler",""
"passed","Tue Jul 22 09:50:40 GMT 2025","Tue Jul 22 09:50:42 GMT 2025","1768","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"passed","Tue Jul 22 09:51:15 GMT 2025","Tue Jul 22 09:51:16 GMT 2025","623","","","","","","Регистрация пользователя с валидными данными",""
"passed","Tue Jul 22 09:51:13 GMT 2025","Tue Jul 22 09:51:13 GMT 2025","26","","","","","","Граничные значения для значения суммы",""
"passed","Tue Jul 22 09:50:48 GMT 2025","Tue Jul 22 09:50:49 GMT 2025","839","","","","","","Поиск трат по имени категории",""
"passed","Tue Jul 22 09:51:16 GMT 2025","Tue Jul 22 09:51:17 GMT 2025","485","","","","","","Граничные значения у поля ""Имя пользователя"" на странице регистрации",""
"passed","Tue Jul 22 09:50:47 GMT 2025","Tue Jul 22 09:50:48 GMT 2025","833","","","","","","Поиск трат по имени категории",""
"passed","Tue Jul 22 09:50:38 GMT 2025","Tue Jul 22 09:50:40 GMT 2025","1738","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"passed","Tue Jul 22 09:51:14 GMT 2025","Tue Jul 22 09:51:14 GMT 2025","25","","","","","","Граничные значения для значения суммы",""
"passed","Tue Jul 22 09:50:50 GMT 2025","Tue Jul 22 09:50:51 GMT 2025","939","","","","","","Поиск трат по дате",""
"passed","Tue Jul 22 09:50:53 GMT 2025","Tue Jul 22 09:50:53 GMT 2025","761","","","","","","Поиск трат по типу валюты",""
"passed","Tue Jul 22 09:51:18 GMT 2025","Tue Jul 22 09:51:18 GMT 2025","38","","","","","","Нет возможности добавить дубль существующей архивной категории",""
"passed","Tue Jul 22 09:51:00 GMT 2025","Tue Jul 22 09:51:04 GMT 2025","3024","","","","","","Архивные категории не отображаются при добавлении траты",""
"passed","Tue Jul 22 09:51:13 GMT 2025","Tue Jul 22 09:51:13 GMT 2025","36","","","","","","Граничные значения для по количеству символов в имени категории, positive",""
"passed","Tue Jul 22 09:50:52 GMT 2025","Tue Jul 22 09:50:53 GMT 2025","847","","","","","","Поиск трат по типу валюты",""
"passed","Tue Jul 22 09:51:13 GMT 2025","Tue Jul 22 09:51:13 GMT 2025","302","","","","","","Принятие запроса на дружбу",""
"passed","Tue Jul 22 09:51:12 GMT 2025","Tue Jul 22 09:51:12 GMT 2025","6","","","","","","Запрос информации о незарегистрированном пользователе в системе по username",""
"passed","Tue Jul 22 09:51:12 GMT 2025","Tue Jul 22 09:51:13 GMT 2025","361","","","","","","Отправка запроса на дружбу",""
"passed","Tue Jul 22 09:51:16 GMT 2025","Tue Jul 22 09:51:16 GMT 2025","75","","","","","","Обновление существующей категории через API",""
"passed","Tue Jul 22 09:50:53 GMT 2025","Tue Jul 22 09:50:54 GMT 2025","769","","","","","","Поиск трат по типу валюты",""
"passed","Tue Jul 22 09:51:05 GMT 2025","Tue Jul 22 09:51:05 GMT 2025","847","","","","","","Сервис niffler-userdata должен забирать сообщение из топика Kafka",""
"passed","Tue Jul 22 09:50:57 GMT 2025","Tue Jul 22 09:50:58 GMT 2025","1213","","","","","","Запрет на дубликаты категорий",""
"passed","Tue Jul 22 09:51:19 GMT 2025","Tue Jul 22 09:51:19 GMT 2025","11","","","","","","Граничные значения для значения суммы",""
"passed","Tue Jul 22 09:51:15 GMT 2025","Tue Jul 22 09:51:15 GMT 2025","17","","","","","","Обязательность наличия суммы траты",""
"passed","Tue Jul 22 09:50:46 GMT 2025","Tue Jul 22 09:50:46 GMT 2025","33","","","","","","Добавление траты через API, проверка корректности данных в БД",""
"passed","Tue Jul 22 09:51:14 GMT 2025","Tue Jul 22 09:51:14 GMT 2025","250","","","","","","Удаление друга",""
"passed","Tue Jul 22 09:51:15 GMT 2025","Tue Jul 22 09:51:15 GMT 2025","64","","","","","","Добавление новой категории через API",""
"passed","Tue Jul 22 09:50:51 GMT 2025","Tue Jul 22 09:50:52 GMT 2025","931","","","","","","Поиск трат по дате",""
"passed","Tue Jul 22 09:51:15 GMT 2025","Tue Jul 22 09:51:15 GMT 2025","621","","","","","","Наличие свойства required у полей имя пользователя и пароль",""
"passed","Tue Jul 22 09:51:16 GMT 2025","Tue Jul 22 09:51:17 GMT 2025","789","","","","","","Авторизация под не существующим пользователем",""
"passed","Tue Jul 22 09:51:04 GMT 2025","Tue Jul 22 09:51:05 GMT 2025","170","","","","","","Убедиться в наличии сообщения в Kafka после успешной регистрации нового пользователя",""
"passed","Tue Jul 22 09:51:16 GMT 2025","Tue Jul 22 09:51:16 GMT 2025","32","","","","","","Обязательность наличия типа валюты",""
"passed","Tue Jul 22 09:51:19 GMT 2025","Tue Jul 22 09:51:19 GMT 2025","9","","","","","","Граничные значения для значения суммы",""
"passed","Tue Jul 22 09:51:04 GMT 2025","Tue Jul 22 09:51:04 GMT 2025","674","","","","","","Отображение не архивной категории пользователя при добавлении траты",""
"passed","Tue Jul 22 09:50:46 GMT 2025","Tue Jul 22 09:50:46 GMT 2025","35","","","","","","Обновление траты через API, проверка корректности данных в БД",""
"passed","Tue Jul 22 09:51:04 GMT 2025","Tue Jul 22 09:51:04 GMT 2025","1","","","","","","Добавление категории через API, проверка корректности данных в БД",""
"passed","Tue Jul 22 09:51:19 GMT 2025","Tue Jul 22 09:51:19 GMT 2025","9","","","","","","Граничные значения по количеству символов в имени категории, negative",""
"passed","Tue Jul 22 09:50:37 GMT 2025","Tue Jul 22 09:50:38 GMT 2025","1771","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"passed","Tue Jul 22 09:50:34 GMT 2025","Tue Jul 22 09:50:35 GMT 2025","766","","","","","","Подсказки об обязательности полей суммы и категории при добавлении траты",""
"passed","Tue Jul 22 09:51:17 GMT 2025","Tue Jul 22 09:51:17 GMT 2025","266","","","","","","Наличие свойства required у полей имя пользователя и пароль",""
"passed","Tue Jul 22 09:50:58 GMT 2025","Tue Jul 22 09:51:00 GMT 2025","2423","","","","","","Запрет на дубликаты категорий при существования архивной",""
"passed","Tue Jul 22 09:51:17 GMT 2025","Tue Jul 22 09:51:17 GMT 2025","22","","","","","","Нет возможности добавить дубль существующей категории",""
"passed","Tue Jul 22 09:50:49 GMT 2025","Tue Jul 22 09:50:50 GMT 2025","833","","","","","","Поиск трат по имени категории",""
"passed","Tue Jul 22 09:51:17 GMT 2025","Tue Jul 22 09:51:17 GMT 2025","21","","","","","","Обязательность наличия категории в трате",""
"passed","Tue Jul 22 09:50:42 GMT 2025","Tue Jul 22 09:50:44 GMT 2025","1789","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"passed","Tue Jul 22 09:51:15 GMT 2025","Tue Jul 22 09:51:16 GMT 2025","500","","","","","","Граничные значения у поля ""Пароль"" на странице регистрации",""
"passed","Tue Jul 22 09:51:18 GMT 2025","Tue Jul 22 09:51:18 GMT 2025","0","","","","","","Возможность добавления траты без описания",""
"passed","Tue Jul 22 09:51:13 GMT 2025","Tue Jul 22 09:51:13 GMT 2025","331","","","","","","Отклонение запроса на дружбу",""
"passed","Tue Jul 22 09:51:13 GMT 2025","Tue Jul 22 09:51:14 GMT 2025","476","","","","","","Получение списка друзей",""
"passed","Tue Jul 22 09:50:55 GMT 2025","Tue Jul 22 09:50:56 GMT 2025","771","","","","","","Максимальное количество не архивных категорий для пользователя",""
"passed","Tue Jul 22 09:51:19 GMT 2025","Tue Jul 22 09:51:19 GMT 2025","18","","","","","","Граничные значения для по количеству символов в имени категории, positive",""
"passed","Tue Jul 22 09:51:16 GMT 2025","Tue Jul 22 09:51:16 GMT 2025","595","","","","","","Граничные значения у поля ""Пароль"" на странице регистрации",""
"passed","Tue Jul 22 09:51:12 GMT 2025","Tue Jul 22 09:51:12 GMT 2025","138","","","","","","Обновление полного имени и типа валюты у пользователя",""
"passed","Tue Jul 22 09:50:35 GMT 2025","Tue Jul 22 09:50:36 GMT 2025","847","","","","","","Создание траты без обязательного поля категории",""
"passed","Tue Jul 22 09:51:12 GMT 2025","Tue Jul 22 09:51:12 GMT 2025","447","","","","","","Граничные значения у поля ""Имя пользователя"" на странице регистрации",""
"passed","Tue Jul 22 09:50:36 GMT 2025","Tue Jul 22 09:50:37 GMT 2025","1010","","","","","","Создание траты без обязательного поля суммы",""
"passed","Tue Jul 22 09:51:13 GMT 2025","Tue Jul 22 09:51:13 GMT 2025","17","","","","","","Создание новой траты",""
"passed","Tue Jul 22 09:50:56 GMT 2025","Tue Jul 22 09:50:57 GMT 2025","699","","","","","","Максимальное количество не архивных категорий для пользователя",""
"passed","Tue Jul 22 09:50:46 GMT 2025","Tue Jul 22 09:50:47 GMT 2025","865","","","","","","Поиск трат по имени категории",""
"passed","Tue Jul 22 09:51:12 GMT 2025","Tue Jul 22 09:51:12 GMT 2025","11","","","","","","Получение информации о существующем пользователе по его username",""
"passed","Tue Jul 22 09:51:13 GMT 2025","Tue Jul 22 09:51:14 GMT 2025","1494","","","","","","Авторизация под существующим пользователем",""
