"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 24 08:11:08 GMT 2025","Tue Jun 24 08:11:08 GMT 2025","305","","","","","","Авторизация под не существующим пользователем",""
"broken","Tue Jun 24 08:11:05 GMT 2025","Tue Jun 24 08:11:05 GMT 2025","0","","","","","","Нет возможности добавить дубль существующей категории",""
"broken","Tue Jun 24 08:11:03 GMT 2025","Tue Jun 24 08:11:03 GMT 2025","1","","","","","","Создание новой траты",""
"broken","Tue Jun 24 08:10:53 GMT 2025","Tue Jun 24 08:10:53 GMT 2025","0","","","","","","Поиск трат по имени категории",""
"broken","Tue Jun 24 08:11:05 GMT 2025","Tue Jun 24 08:11:05 GMT 2025","0","","","","","","Обязательность наличия типа валюты",""
"broken","Tue Jun 24 08:10:54 GMT 2025","Tue Jun 24 08:10:54 GMT 2025","0","","","","","","Поиск трат по дате",""
"broken","Tue Jun 24 08:11:06 GMT 2025","Tue Jun 24 08:11:06 GMT 2025","0","","","","","","Граничные значения для значения суммы",""
"broken","Tue Jun 24 08:10:54 GMT 2025","Tue Jun 24 08:10:54 GMT 2025","0","","","","","","Поиск трат по имени категории",""
"broken","Tue Jun 24 08:11:06 GMT 2025","Tue Jun 24 08:11:06 GMT 2025","6","","","","","","Запрос информации о незарегистрированном пользователе в системе по username",""
"broken","Tue Jun 24 08:10:53 GMT 2025","Tue Jun 24 08:10:53 GMT 2025","0","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"passed","Tue Jun 24 08:11:06 GMT 2025","Tue Jun 24 08:11:07 GMT 2025","923","","","","","","Регистрация пользователя с валидными данными",""
"broken","Tue Jun 24 08:11:06 GMT 2025","Tue Jun 24 08:11:06 GMT 2025","0","","","","","","Граничные значения для значения суммы",""
"broken","Tue Jun 24 08:10:55 GMT 2025","Tue Jun 24 08:10:55 GMT 2025","0","","","","","","Архивные категории не отображаются при добавлении траты",""
"passed","Tue Jun 24 08:11:08 GMT 2025","Tue Jun 24 08:11:09 GMT 2025","774","","","","","","Граничные значения у поля ""Пароль"" на странице регистрации",""
"broken","Tue Jun 24 08:10:55 GMT 2025","Tue Jun 24 08:10:55 GMT 2025","0","","","","","","Максимальное количество не архивных категорий для пользователя",""
"passed","Tue Jun 24 08:11:07 GMT 2025","Tue Jun 24 08:11:08 GMT 2025","1231","","","","","","Граничные значения у поля ""Пароль"" на странице регистрации",""
"broken","Tue Jun 24 08:11:04 GMT 2025","Tue Jun 24 08:11:04 GMT 2025","0","","","","","","Граничные значения для значения суммы",""
"broken","Tue Jun 24 08:11:08 GMT 2025","Tue Jun 24 08:11:08 GMT 2025","305","","","","","","Отправка запроса на дружбу",""
"broken","Tue Jun 24 08:10:56 GMT 2025","Tue Jun 24 08:10:57 GMT 2025","768","","","","","","Сервис niffler-userdata должен забирать сообщение из топика Kafka",""
"broken","Tue Jun 24 08:10:38 GMT 2025","Tue Jun 24 08:10:38 GMT 2025","0","","","","","","Добавление новой траты через GUI Niffler",""
"broken","Tue Jun 24 08:10:53 GMT 2025","Tue Jun 24 08:10:53 GMT 2025","0","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"broken","Tue Jun 24 08:11:03 GMT 2025","Tue Jun 24 08:11:03 GMT 2025","0","","","","","","Граничные значения для по количеству символов в имени категории, positive",""
"broken","Tue Jun 24 08:11:06 GMT 2025","Tue Jun 24 08:11:06 GMT 2025","0","","","","","","Граничные значения по количеству символов в имени категории, negative",""
"broken","Tue Jun 24 08:10:55 GMT 2025","Tue Jun 24 08:10:55 GMT 2025","0","","","","","","Максимальное количество не архивных категорий для пользователя",""
"broken","Tue Jun 24 08:11:05 GMT 2025","Tue Jun 24 08:11:05 GMT 2025","0","","","","","","Возможность добавления траты без описания",""
"broken","Tue Jun 24 08:10:55 GMT 2025","Tue Jun 24 08:10:55 GMT 2025","0","","","","","","Запрет на дубликаты категорий при существования архивной",""
"passed","Tue Jun 24 08:11:04 GMT 2025","Tue Jun 24 08:11:05 GMT 2025","1649","","","","","","Граничные значения у поля ""Имя пользователя"" на странице регистрации",""
"broken","Tue Jun 24 08:10:55 GMT 2025","Tue Jun 24 08:10:55 GMT 2025","0","","","","","","Обновление категории через API, проверка корректности данных в БД",""
"broken","Tue Jun 24 08:10:54 GMT 2025","Tue Jun 24 08:10:54 GMT 2025","0","","","","","","Поиск трат по типу валюты",""
"broken","Tue Jun 24 08:11:09 GMT 2025","Tue Jun 24 08:11:09 GMT 2025","442","","","","","","Получение списка друзей",""
"broken","Tue Jun 24 08:10:54 GMT 2025","Tue Jun 24 08:10:54 GMT 2025","0","","","","","","Поиск трат по имени категории",""
"broken","Tue Jun 24 08:10:55 GMT 2025","Tue Jun 24 08:10:55 GMT 2025","0","","","","","","Запрет на дубликаты категорий",""
"broken","Tue Jun 24 08:11:04 GMT 2025","Tue Jun 24 08:11:04 GMT 2025","0","","","","","","Обязательность наличия суммы траты",""
"broken","Tue Jun 24 08:10:39 GMT 2025","Tue Jun 24 08:10:39 GMT 2025","0","","","","","","Подсказки об обязательности полей суммы и категории при добавлении траты",""
"broken","Tue Jun 24 08:11:05 GMT 2025","Tue Jun 24 08:11:05 GMT 2025","0","","","","","","Нет возможности добавить дубль существующей архивной категории",""
"broken","Tue Jun 24 08:11:06 GMT 2025","Tue Jun 24 08:11:07 GMT 2025","417","","","","","","Принятие запроса на дружбу",""
"broken","Tue Jun 24 08:11:05 GMT 2025","Tue Jun 24 08:11:05 GMT 2025","0","","","","","","Обновление существующей категории через API",""
"broken","Tue Jun 24 08:10:53 GMT 2025","Tue Jun 24 08:10:53 GMT 2025","0","","","","","","Создание траты без обязательного поля суммы",""
"broken","Tue Jun 24 08:11:08 GMT 2025","Tue Jun 24 08:11:08 GMT 2025","227","","","","","","Наличие свойства required у полей имя пользователя и пароль",""
"broken","Tue Jun 24 08:10:53 GMT 2025","Tue Jun 24 08:10:53 GMT 2025","0","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"broken","Tue Jun 24 08:11:05 GMT 2025","Tue Jun 24 08:11:05 GMT 2025","138","","","","","","Авторизация под существующим пользователем",""
"broken","Tue Jun 24 08:10:54 GMT 2025","Tue Jun 24 08:10:54 GMT 2025","0","","","","","","Поиск трат по типу валюты",""
"broken","Tue Jun 24 08:10:54 GMT 2025","Tue Jun 24 08:10:54 GMT 2025","0","","","","","","Поиск трат по типу валюты",""
"broken","Tue Jun 24 08:10:54 GMT 2025","Tue Jun 24 08:10:54 GMT 2025","0","","","","","","Поиск трат по типу валюты",""
"broken","Tue Jun 24 08:11:08 GMT 2025","Tue Jun 24 08:11:08 GMT 2025","319","","","","","","Отклонение запроса на дружбу",""
"broken","Tue Jun 24 08:10:53 GMT 2025","Tue Jun 24 08:10:53 GMT 2025","0","","","","","","Обновление траты через API, проверка корректности данных в БД",""
"passed","Tue Jun 24 08:11:10 GMT 2025","Tue Jun 24 08:11:10 GMT 2025","572","","","","","","Граничные значения у поля ""Имя пользователя"" на странице регистрации",""
"broken","Tue Jun 24 08:11:05 GMT 2025","Tue Jun 24 08:11:05 GMT 2025","0","","","","","","Граничные значения по количеству символов в имени категории, negative",""
"broken","Tue Jun 24 08:11:05 GMT 2025","Tue Jun 24 08:11:05 GMT 2025","0","","","","","","Обязательность наличия категории в трате",""
"broken","Tue Jun 24 08:10:55 GMT 2025","Tue Jun 24 08:10:55 GMT 2025","0","","","","","","Отображение не архивной категории пользователя при добавлении траты",""
"broken","Tue Jun 24 08:10:54 GMT 2025","Tue Jun 24 08:10:54 GMT 2025","0","","","","","","Поиск трат по дате",""
"broken","Tue Jun 24 08:10:55 GMT 2025","Tue Jun 24 08:10:55 GMT 2025","0","","","","","","Добавление категории через API, проверка корректности данных в БД",""
"broken","Tue Jun 24 08:10:53 GMT 2025","Tue Jun 24 08:10:53 GMT 2025","0","","","","","","Создание траты без обязательного поля категории",""
"broken","Tue Jun 24 08:10:53 GMT 2025","Tue Jun 24 08:10:53 GMT 2025","0","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"broken","Tue Jun 24 08:11:03 GMT 2025","Tue Jun 24 08:11:03 GMT 2025","0","","","","","","Граничные значения для значения суммы",""
"broken","Tue Jun 24 08:10:54 GMT 2025","Tue Jun 24 08:10:54 GMT 2025","0","","","","","","Поиск трат по имени категории",""
"broken","Tue Jun 24 08:10:53 GMT 2025","Tue Jun 24 08:10:53 GMT 2025","0","","","","","","Удаление траты через GUI Niffler",""
"passed","Tue Jun 24 08:10:56 GMT 2025","Tue Jun 24 08:10:56 GMT 2025","278","","","","","","Убедиться в наличии сообщения в Kafka после успешной регистрации нового пользователя",""
"broken","Tue Jun 24 08:11:04 GMT 2025","Tue Jun 24 08:11:04 GMT 2025","0","","","","","","Добавление новой категории через API",""
"broken","Tue Jun 24 08:10:53 GMT 2025","Tue Jun 24 08:10:53 GMT 2025","0","","","","","","Добавление траты через API, проверка корректности данных в БД",""
"broken","Tue Jun 24 08:11:08 GMT 2025","Tue Jun 24 08:11:09 GMT 2025","256","","","","","","Наличие свойства required у полей имя пользователя и пароль",""
"broken","Tue Jun 24 08:11:04 GMT 2025","Tue Jun 24 08:11:04 GMT 2025","0","","","","","","Получение существующей траты по id",""
"broken","Tue Jun 24 08:11:09 GMT 2025","Tue Jun 24 08:11:10 GMT 2025","253","","","","","","Удаление друга",""
"broken","Tue Jun 24 08:11:06 GMT 2025","Tue Jun 24 08:11:06 GMT 2025","0","","","","","","Граничные значения для по количеству символов в имени категории, positive",""
"broken","Tue Jun 24 08:11:06 GMT 2025","Tue Jun 24 08:11:07 GMT 2025","234","","","","","","Обновление полного имени и типа валюты у пользователя",""
"broken","Tue Jun 24 08:11:06 GMT 2025","Tue Jun 24 08:11:06 GMT 2025","12","","","","","","Получение информации о существующем пользователе по его username",""
