"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 30 16:38:47 GMT 2025","Wed Jul 30 16:38:47 GMT 2025","52","","","","","","Обновление существующей категории через API",""
"passed","Wed Jul 30 16:38:50 GMT 2025","Wed Jul 30 16:38:50 GMT 2025","16","","","","","","Граничные значения для значения суммы",""
"passed","Wed Jul 30 16:38:47 GMT 2025","Wed Jul 30 16:38:47 GMT 2025","47","","","","","","Создание новой траты",""
"passed","Wed Jul 30 16:38:30 GMT 2025","Wed Jul 30 16:38:30 GMT 2025","737","","","","","","Максимальное количество не архивных категорий для пользователя",""
"passed","Wed Jul 30 16:38:51 GMT 2025","Wed Jul 30 16:38:51 GMT 2025","15","","","","","","Граничные значения по количеству символов в имени категории, negative",""
"passed","Wed Jul 30 16:38:35 GMT 2025","Wed Jul 30 16:38:37 GMT 2025","2525","","","","","","Архивные категории не отображаются при добавлении траты",""
"passed","Wed Jul 30 16:38:46 GMT 2025","Wed Jul 30 16:38:47 GMT 2025","485","","","","","","Наличие свойства required у полей имя пользователя и пароль",""
"passed","Wed Jul 30 16:38:09 GMT 2025","Wed Jul 30 16:38:10 GMT 2025","764","","","","","","Подсказки об обязательности полей суммы и категории при добавлении траты",""
"passed","Wed Jul 30 16:38:49 GMT 2025","Wed Jul 30 16:38:49 GMT 2025","3","","","","","","Конвертация валют",""
"passed","Wed Jul 30 16:38:49 GMT 2025","Wed Jul 30 16:38:49 GMT 2025","4","","","","","","Конвертация валют",""
"passed","Wed Jul 30 16:38:11 GMT 2025","Wed Jul 30 16:38:12 GMT 2025","814","","","","","","Создание траты без обязательного поля суммы",""
"passed","Wed Jul 30 16:38:49 GMT 2025","Wed Jul 30 16:38:49 GMT 2025","4","","","","","","Конвертация валют",""
"passed","Wed Jul 30 16:38:53 GMT 2025","Wed Jul 30 16:38:53 GMT 2025","13","","","","","","Граничные значения для значения суммы",""
"passed","Wed Jul 30 16:38:39 GMT 2025","Wed Jul 30 16:38:39 GMT 2025","179","","","","","","Убедиться в наличии сообщения в Kafka после успешной регистрации нового пользователя",""
"passed","Wed Jul 30 16:38:21 GMT 2025","Wed Jul 30 16:38:22 GMT 2025","933","","","","","","Поиск трат по имени категории",""
"passed","Wed Jul 30 16:38:52 GMT 2025","Wed Jul 30 16:38:53 GMT 2025","589","","","","","","Авторизация под не существующим пользователем",""
"passed","Wed Jul 30 16:38:53 GMT 2025","Wed Jul 30 16:38:53 GMT 2025","22","","","","","","Граничные значения для по количеству символов в имени категории, positive",""
"passed","Wed Jul 30 16:38:46 GMT 2025","Wed Jul 30 16:38:47 GMT 2025","287","","","","","","Принятие запроса на дружбу",""
"passed","Wed Jul 30 16:38:53 GMT 2025","Wed Jul 30 16:38:54 GMT 2025","356","","","","","","Наличие свойства required у полей имя пользователя и пароль",""
"passed","Wed Jul 30 16:38:46 GMT 2025","Wed Jul 30 16:38:46 GMT 2025","10","","","","","","Отправка запроса на конвертацию без значения суммы",""
"passed","Wed Jul 30 16:38:27 GMT 2025","Wed Jul 30 16:38:28 GMT 2025","765","","","","","","Поиск трат по типу валюты",""
"passed","Wed Jul 30 16:38:46 GMT 2025","Wed Jul 30 16:38:46 GMT 2025","23","","","","","","Отправка запроса на конвертацию без значения типа требуемой валюты",""
"passed","Wed Jul 30 16:38:54 GMT 2025","Wed Jul 30 16:38:54 GMT 2025","35","","","","","","Добавление новой категории через API",""
"passed","Wed Jul 30 16:38:46 GMT 2025","Wed Jul 30 16:38:46 GMT 2025","311","","","","","","Отправка запроса на дружбу",""
"passed","Wed Jul 30 16:38:28 GMT 2025","Wed Jul 30 16:38:29 GMT 2025","769","","","","","","Поиск трат по типу валюты",""
"passed","Wed Jul 30 16:38:31 GMT 2025","Wed Jul 30 16:38:32 GMT 2025","1216","","","","","","Запрет на дубликаты категорий",""
"passed","Wed Jul 30 16:38:39 GMT 2025","Wed Jul 30 16:38:39 GMT 2025","2","","","","","","Добавление категории через API, проверка корректности данных в БД",""
"passed","Wed Jul 30 16:38:08 GMT 2025","Wed Jul 30 16:38:09 GMT 2025","1564","","","","","","Добавление новой траты через GUI Niffler",""
"passed","Wed Jul 30 16:38:46 GMT 2025","Wed Jul 30 16:38:46 GMT 2025","19","","","","","","Получение информации о существующем пользователе по его username",""
"passed","Wed Jul 30 16:38:10 GMT 2025","Wed Jul 30 16:38:11 GMT 2025","867","","","","","","Создание траты без обязательного поля категории",""
"passed","Wed Jul 30 16:38:20 GMT 2025","Wed Jul 30 16:38:20 GMT 2025","53","","","","","","Добавление траты через API, проверка корректности данных в БД",""
"passed","Wed Jul 30 16:38:23 GMT 2025","Wed Jul 30 16:38:24 GMT 2025","833","","","","","","Поиск трат по имени категории",""
"passed","Wed Jul 30 16:38:48 GMT 2025","Wed Jul 30 16:38:48 GMT 2025","561","","","","","","Граничные значения у поля ""Имя пользователя"" на странице регистрации",""
"passed","Wed Jul 30 16:38:49 GMT 2025","Wed Jul 30 16:38:49 GMT 2025","4","","","","","","Конвертация валют",""
"passed","Wed Jul 30 16:38:52 GMT 2025","Wed Jul 30 16:38:52 GMT 2025","11","","","","","","Обязательность наличия категории в трате",""
"passed","Wed Jul 30 16:38:53 GMT 2025","Wed Jul 30 16:38:53 GMT 2025","0","","","","","","Возможность добавления траты без описания",""
"passed","Wed Jul 30 16:38:54 GMT 2025","Wed Jul 30 16:38:54 GMT 2025","16","","","","","","Граничные значения для по количеству символов в имени категории, positive",""
"passed","Wed Jul 30 16:38:49 GMT 2025","Wed Jul 30 16:38:51 GMT 2025","1633","","","","","","Авторизация под существующим пользователем",""
"passed","Wed Jul 30 16:38:52 GMT 2025","Wed Jul 30 16:38:52 GMT 2025","13","","","","","","Граничные значения по количеству символов в имени категории, negative",""
"passed","Wed Jul 30 16:38:24 GMT 2025","Wed Jul 30 16:38:25 GMT 2025","961","","","","","","Поиск трат по дате",""
"passed","Wed Jul 30 16:38:49 GMT 2025","Wed Jul 30 16:38:49 GMT 2025","9","","","","","","Конвертация валют",""
"passed","Wed Jul 30 16:38:48 GMT 2025","Wed Jul 30 16:38:48 GMT 2025","41","","","","","","Получение существующей траты по id",""
"passed","Wed Jul 30 16:38:18 GMT 2025","Wed Jul 30 16:38:20 GMT 2025","1882","","","","","","Удаление траты через GUI Niffler",""
"passed","Wed Jul 30 16:38:20 GMT 2025","Wed Jul 30 16:38:20 GMT 2025","38","","","","","","Обновление траты через API, проверка корректности данных в БД",""
"passed","Wed Jul 30 16:38:15 GMT 2025","Wed Jul 30 16:38:17 GMT 2025","1289","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"passed","Wed Jul 30 16:38:51 GMT 2025","Wed Jul 30 16:38:51 GMT 2025","13","","","","","","Обязательность наличия типа валюты",""
"passed","Wed Jul 30 16:38:23 GMT 2025","Wed Jul 30 16:38:23 GMT 2025","842","","","","","","Поиск трат по имени категории",""
"passed","Wed Jul 30 16:38:50 GMT 2025","Wed Jul 30 16:38:50 GMT 2025","14","","","","","","Обязательность наличия суммы траты",""
"passed","Wed Jul 30 16:38:37 GMT 2025","Wed Jul 30 16:38:39 GMT 2025","1186","","","","","","Отображение не архивной категории пользователя при добавлении траты",""
"passed","Wed Jul 30 16:38:32 GMT 2025","Wed Jul 30 16:38:35 GMT 2025","2417","","","","","","Запрет на дубликаты категорий при существования архивной",""
"passed","Wed Jul 30 16:38:25 GMT 2025","Wed Jul 30 16:38:26 GMT 2025","891","","","","","","Поиск трат по дате",""
"passed","Wed Jul 30 16:38:46 GMT 2025","Wed Jul 30 16:38:46 GMT 2025","11","","","","","","Получение всех поддерживаемых типов валют",""
"passed","Wed Jul 30 16:38:14 GMT 2025","Wed Jul 30 16:38:15 GMT 2025","1771","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"passed","Wed Jul 30 16:38:46 GMT 2025","Wed Jul 30 16:38:46 GMT 2025","11","","","","","","Отправка запроса на конвертацию без значения типа конвертируемой валюты",""
"passed","Wed Jul 30 16:38:49 GMT 2025","Wed Jul 30 16:38:49 GMT 2025","3","","","","","","Конвертация валют",""
"passed","Wed Jul 30 16:38:49 GMT 2025","Wed Jul 30 16:38:49 GMT 2025","3","","","","","","Конвертация валют",""
"passed","Wed Jul 30 16:38:48 GMT 2025","Wed Jul 30 16:38:49 GMT 2025","83","","","","","","Нет возможности добавить дубль существующей категории",""
"passed","Wed Jul 30 16:38:48 GMT 2025","Wed Jul 30 16:38:49 GMT 2025","551","","","","","","Граничные значения у поля ""Имя пользователя"" на странице регистрации",""
"passed","Wed Jul 30 16:38:28 GMT 2025","Wed Jul 30 16:38:28 GMT 2025","789","","","","","","Поиск трат по типу валюты",""
"passed","Wed Jul 30 16:38:22 GMT 2025","Wed Jul 30 16:38:23 GMT 2025","917","","","","","","Поиск трат по имени категории",""
"passed","Wed Jul 30 16:38:47 GMT 2025","Wed Jul 30 16:38:47 GMT 2025","516","","","","","","Граничные значения у поля ""Пароль"" на странице регистрации",""
"passed","Wed Jul 30 16:38:46 GMT 2025","Wed Jul 30 16:38:46 GMT 2025","238","","","","","","Обновление полного имени и типа валюты у пользователя",""
"passed","Wed Jul 30 16:38:17 GMT 2025","Wed Jul 30 16:38:18 GMT 2025","1229","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"passed","Wed Jul 30 16:38:48 GMT 2025","Wed Jul 30 16:38:48 GMT 2025","368","","","","","","Удаление друга",""
"passed","Wed Jul 30 16:38:52 GMT 2025","Wed Jul 30 16:38:52 GMT 2025","12","","","","","","Граничные значения для значения суммы",""
"passed","Wed Jul 30 16:38:51 GMT 2025","Wed Jul 30 16:38:51 GMT 2025","11","","","","","","Граничные значения для значения суммы",""
"passed","Wed Jul 30 16:38:39 GMT 2025","Wed Jul 30 16:38:39 GMT 2025","16","","","","","","Обновление категории через API, проверка корректности данных в БД",""
"passed","Wed Jul 30 16:38:12 GMT 2025","Wed Jul 30 16:38:14 GMT 2025","1794","","","","","","Создание траты с суммой меньше граничного значения для типа валюты",""
"passed","Wed Jul 30 16:38:50 GMT 2025","Wed Jul 30 16:38:50 GMT 2025","49","","","","","","Нет возможности добавить дубль существующей архивной категории",""
"passed","Wed Jul 30 16:38:39 GMT 2025","Wed Jul 30 16:38:40 GMT 2025","837","","","","","","Сервис niffler-userdata должен забирать сообщение из топика Kafka",""
"passed","Wed Jul 30 16:38:46 GMT 2025","Wed Jul 30 16:38:46 GMT 2025","16","","","","","","Запрос информации о незарегистрированном пользователе в системе по username",""
"passed","Wed Jul 30 16:38:47 GMT 2025","Wed Jul 30 16:38:48 GMT 2025","507","","","","","","Получение списка друзей",""
"passed","Wed Jul 30 16:38:47 GMT 2025","Wed Jul 30 16:38:48 GMT 2025","571","","","","","","Граничные значения у поля ""Пароль"" на странице регистрации",""
"passed","Wed Jul 30 16:38:26 GMT 2025","Wed Jul 30 16:38:27 GMT 2025","774","","","","","","Поиск трат по типу валюты",""
"passed","Wed Jul 30 16:38:47 GMT 2025","Wed Jul 30 16:38:47 GMT 2025","391","","","","","","Отклонение запроса на дружбу",""
"passed","Wed Jul 30 16:38:30 GMT 2025","Wed Jul 30 16:38:31 GMT 2025","739","","","","","","Максимальное количество не архивных категорий для пользователя",""
"passed","Wed Jul 30 16:38:51 GMT 2025","Wed Jul 30 16:38:52 GMT 2025","501","","","","","","Регистрация пользователя с валидными данными",""
